2017-01-11-00-00-00|Sunday|7|11|2|2|2017-01-11-00-00-00|1533|1|1|2017-01|1672|2017-01|1720|31|25|2017-01-31-00-00-00|2017-01-25-00-00-00|January|January|2017-01|1769|2017-01|1785|90|88|2017-03-31-00-00-00|2017-03-29-00-00-00|1|1|1998|1802|1998|1806|365|361|2017-12-31-00-00-00|2017-12-27-00-00-00
2017-01-12-00-00-00|Monday|1|12|3|3|2017-01-18-00-00-00|1581|1|1|2017-01|1672|2017-01|1720|31|25|2017-01-31-00-00-00|2017-01-25-00-00-00|January|January|2017-01|1769|2017-01|1785|90|88|2017-03-31-00-00-00|2017-03-29-00-00-00|1|1|1998|1802|1998|1806|365|361|2017-12-31-00-00-00|2017-12-27-00-00-00
2017-01-13-00-00-00|Tuesday|2|13|3|3|2017-01-18-00-00-00|1581|1|1|2017-01|1672|2017-01|1720|31|25|2017-01-31-00-00-00|2017-01-25-00-00-00|January|January|2017-01|1769|2017-01|1785|90|88|2017-03-31-00-00-00|2017-03-29-00-00-00|1|1|1998|1802|1998|1806|365|361|2017-12-31-00-00-00|2017-12-27-00-00-00
2017-01-14-00-00-00|Wednesday|3|14|3|3|2017-01-18-00-00-00|1581|1|1|2017-01|1672|2017-01|1720|31|25|2017-01-31-00-00-00|2017-01-25-00-00-00|January|January|2017-01|1769|2017-01|1785|90|88|2017-03-31-00-00-00|2017-03-29-00-00-00|1|1|1998|1802|1998|1806|365|361|2017-12-31-00-00-00|2017-12-27-00-00-00
2017-01-15-00-00-00|Thursday|4|15|3|3|2017-01-18-00-00-00|1581|1|1|2017-01|1672|2017-01|1720|31|25|2017-01-31-00-00-00|2017-01-25-00-00-00|January|January|2017-01|1769|2017-01|1785|90|88|2017-03-31-00-00-00|2017-03-29-00-00-00|1|1|1998|1802|1998|1806|365|361|2017-12-31-00-00-00|2017-12-27-00-00-00
2017-01-16-00-00-00|Friday|5|16|3|3|2017-01-18-00-00-00|1581|1|1|2017-01|1672|2017-01|1720|31|25|2017-01-31-00-00-00|2017-01-25-00-00-00|January|January|2017-01|1769|2017-01|1785|90|88|2017-03-31-00-00-00|2017-03-29-00-00-00|1|1|1998|1802|1998|1806|365|361|2017-12-31-00-00-00|2017-12-27-00-00-00
2017-01-17-00-00-00|Saturday|6|17|3|3|2017-01-18-00-00-00|1581|1|1|2017-01|1672|2017-01|1720|31|25|2017-01-31-00-00-00|2017-01-25-00-00-00|January|January|2017-01|1769|2017-01|1785|90|88|2017-03-31-00-00-00|2017-03-29-00-00-00|1|1|1998|1802|1998|1806|365|361|2017-12-31-00-00-00|2017-12-27-00-00-00
2017-01-18-00-00-00|Sunday|7|18|3|3|2017-01-18-00-00-00|1581|1|1|2017-01|1672|2017-01|1720|31|25|2017-01-31-00-00-00|2017-01-25-00-00-00|January|January|2017-01|1769|2017-01|1785|90|88|2017-03-31-00-00-00|2017-03-29-00-00-00|1|1|1998|1802|1998|1806|365|361|2017-12-31-00-00-00|2017-12-27-00-00-00
2017-01-19-00-00-00|Monday|1|19|4|4|2017-01-25-00-00-00|1629|1|1|2017-01|1672|2017-01|1720|31|25|2017-01-31-00-00-00|2017-01-25-00-00-00|January|January|2017-01|1769|2017-01|1785|90|88|2017-03-31-00-00-00|2017-03-29-00-00-00|1|1|1998|1802|1998|1806|365|361|2017-12-31-00-00-00|2017-12-27-00-00-00
2017-01-20-00-00-00|Tuesday|2|20|4|4|2017-01-25-00-00-00|1629|1|1|2017-01|1672|2017-01|1720|31|25|2017-01-31-00-00-00|2017-01-25-00-00-00|January|January|2017-01|1769|2017-01|1785|90|88|2017-03-31-00-00-00|2017-03-29-00-00-00|1|1|1998|1802|1998|1806|365|361|2017-12-31-00-00-00|2017-12-27-00-00-00
2017-01-21-00-00-00|Wednesday|3|21|4|4|2017-01-25-00-00-00|1629|1|1|2017-01|1672|2017-01|1720|31|25|2017-01-31-00-00-00|2017-01-25-00-00-00|January|January|2017-01|1769|2017-01|1785|90|88|2017-03-31-00-00-00|2017-03-29-00-00-00|1|1|1998|1802|1998|1806|365|361|2017-12-31-00-00-00|2017-12-27-00-00-00
2017-01-22-00-00-00|Thursday|4|22|4|4|2017-01-25-00-00-00|1629|1|1|2017-01|1672|2017-01|1720|31|25|2017-01-31-00-00-00|2017-01-25-00-00-00|January|January|2017-01|1769|2017-01|1785|90|88|2017-03-31-00-00-00|2017-03-29-00-00-00|1|1|1998|1802|1998|1806|365|361|2017-12-31-00-00-00|2017-12-27-00-00-00
2017-01-23-00-00-00|Friday|5|23|4|4|2017-01-25-00-00-00|1629|1|1|2017-01|1672|2017-01|1720|31|25|2017-01-31-00-00-00|2017-01-25-00-00-00|January|January|2017-01|1769|2017-01|1785|90|88|2017-03-31-00-00-00|2017-03-29-00-00-00|1|1|1998|1802|1998|1806|365|361|2017-12-31-00-00-00|2017-12-27-00-00-00
2017-01-24-00-00-00|Saturday|6|24|4|4|2017-01-25-00-00-00|1629|1|1|2017-01|1672|2017-01|1720|31|25|2017-01-31-00-00-00|2017-01-25-00-00-00|January|January|2017-01|1769|2017-01|1785|90|88|2017-03-31-00-00-00|2017-03-29-00-00-00|1|1|1998|1802|1998|1806|365|361|2017-12-31-00-00-00|2017-12-27-00-00-00
2017-01-25-00-00-00|Sunday|7|25|4|4|2017-01-25-00-00-00|1629|1|1|2017-01|1672|2017-01|1720|31|25|2017-01-31-00-00-00|2017-01-25-00-00-00|January|January|2017-01|1769|2017-01|1785|90|88|2017-03-31-00-00-00|2017-03-29-00-00-00|1|1|1998|1802|1998|1806|365|361|2017-12-31-00-00-00|2017-12-27-00-00-00
2017-01-26-00-00-00|Monday|1|26|5|5|2017-02-01-00-00-00|1464|1|2|2017-01|1672|2017-02|1721|31|28|2017-01-31-00-00-00|2017-02-22-00-00-00|January|February|2017-01|1769|2017-01|1785|90|88|2017-03-31-00-00-00|2017-03-29-00-00-00|1|1|1998|1802|1998|1806|365|361|2017-12-31-00-00-00|2017-12-27-00-00-00
2017-01-27-00-00-00|Tuesday|2|27|5|5|2017-02-01-00-00-00|1464|1|2|2017-01|1672|2017-02|1721|31|28|2017-01-31-00-00-00|2017-02-22-00-00-00|January|February|2017-01|1769|2017-01|1785|90|88|2017-03-31-00-00-00|2017-03-29-00-00-00|1|1|1998|1802|1998|1806|365|361|2017-12-31-00-00-00|2017-12-27-00-00-00
2017-01-28-00-00-00|Wednesday|3|28|5|5|2017-02-01-00-00-00|1464|1|2|2017-01|1672|2017-02|1721|31|28|2017-01-31-00-00-00|2017-02-22-00-00-00|January|February|2017-01|1769|2017-01|1785|90|88|2017-03-31-00-00-00|2017-03-29-00-00-00|1|1|1998|1802|1998|1806|365|361|2017-12-31-00-00-00|2017-12-27-00-00-00
2017-01-29-00-00-00|Thursday|4|29|5|5|2017-02-01-00-00-00|1464|1|2|2017-01|1672|2017-02|1721|31|28|2017-01-31-00-00-00|2017-02-22-00-00-00|January|February|2017-01|1769|2017-01|1785|90|88|2017-03-31-00-00-00|2017-03-29-00-00-00|1|1|1998|1802|1998|1806|365|361|2017-12-31-00-00-00|2017-12-27-00-00-00
2017-01-30-00-00-00|Friday|5|30|5|5|2017-02-01-00-00-00|1464|1|2|2017-01|1672|2017-02|1721|31|28|2017-01-31-00-00-00|2017-02-22-00-00-00|January|February|2017-01|1769|2017-01|1785|90|88|2017-03-31-00-00-00|2017-03-29-00-00-00|1|1|1998|1802|1998|1806|365|361|2017-12-31-00-00-00|2017-12-27-00-00-00
2017-01-31-00-00-00|Saturday|6|31|5|5|2017-02-01-00-00-00|1464|1|2|2017-01|1672|2017-02|1721|31|28|2017-01-31-00-00-00|2017-02-22-00-00-00|January|February|2017-01|1769|2017-01|1785|90|88|2017-03-31-00-00-00|2017-03-29-00-00-00|1|1|1998|1802|1998|1806|365|361|2017-12-31-00-00-00|2017-12-27-00-00-00
2017-02-01-00-00-00|Sunday|7|1|5|5|2017-02-01-00-00-00|1464|2|2|2017-02|1673|2017-02|1721|28|28|2017-02-28-00-00-00|2017-02-22-00-00-00|February|February|2017-01|1769|2017-01|1785|90|88|2017-03-31-00-00-00|2017-03-29-00-00-00|1|1|1998|1802|1998|1806|365|361|2017-12-31-00-00-00|2017-12-27-00-00-00
2017-02-02-00-00-00|Monday|1|2|6|6|2017-02-08-00-00-00|1513|2|2|2017-02|1673|2017-02|1721|28|28|2017-02-28-00-00-00|2017-02-22-00-00-00|February|February|2017-01|1769|2017-01|1785|90|88|2017-03-31-00-00-00|2017-03-29-00-00-00|1|1|1998|1802|1998|1806|365|361|2017-12-31-00-00-00|2017-12-27-00-00-00
2017-02-03-00-00-00|Tuesday|2|3|6|6|2017-02-08-00-00-00|1513|2|2|2017-02|1673|2017-02|1721|28|28|2017-02-28-00-00-00|2017-02-22-00-00-00|February|February|2017-01|1769|2017-01|1785|90|88|2017-03-31-00-00-00|2017-03-29-00-00-00|1|1|1998|1802|1998|1806|365|361|2017-12-31-00-00-00|2017-12-27-00-00-00
2017-02-04-00-00-00|Wednesday|3|4|6|6|2017-02-08-00-00-00|1513|2|2|2017-02|1673|2017-02|1721|28|28|2017-02-28-00-00-00|2017-02-22-00-00-00|February|February|2017-01|1769|2017-01|1785|90|88|2017-03-31-00-00-00|2017-03-29-00-00-00|1|1|1998|1802|1998|1806|365|361|2017-12-31-00-00-00|2017-12-27-00-00-00
2017-02-05-00-00-00|Thursday|4|5|6|6|2017-02-08-00-00-00|1513|2|2|2017-02|1673|2017-02|1721|28|28|2017-02-28-00-00-00|2017-02-22-00-00-00|February|February|2017-01|1769|2017-01|1785|90|88|2017-03-31-00-00-00|2017-03-29-00-00-00|1|1|1998|1802|1998|1806|365|361|2017-12-31-00-00-00|2017-12-27-00-00-00
2017-02-06-00-00-00|Friday|5|6|6|6|2017-02-08-00-00-00|1513|2|2|2017-02|1673|2017-02|1721|28|28|2017-02-28-00-00-00|2017-02-22-00-00-00|February|February|2017-01|1769|2017-01|1785|90|88|2017-03-31-00-00-00|2017-03-29-00-00-00|1|1|1998|1802|1998|1806|365|361|2017-12-31-00-00-00|2017-12-27-00-00-00
2017-02-07-00-00-00|Saturday|6|7|6|6|2017-02-08-00-00-00|1513|2|2|2017-02|1673|2017-02|1721|28|28|2017-02-28-00-00-00|2017-02-22-00-00-00|February|February|2017-01|1769|2017-01|1785|90|88|2017-03-31-00-00-00|2017-03-29-00-00-00|1|1|1998|1802|1998|1806|365|361|2017-12-31-00-00-00|2017-12-27-00-00-00
2017-02-08-00-00-00|Sunday|7|8|6|6|2017-02-08-00-00-00|1513|2|2|2017-02|1673|2017-02|1721|28|28|2017-02-28-00-00-00|2017-02-22-00-00-00|February|February|2017-01|1769|2017-01|1785|90|88|2017-03-31-00-00-00|2017-03-29-00-00-00|1|1|1998|1802|1998|1806|365|361|2017-12-31-00-00-00|2017-12-27-00-00-00
2017-02-09-00-00-00|Monday|1|9|7|7|2017-02-15-00-00-00|1561|2|2|2017-02|1673|2017-02|1721|28|28|2017-02-28-00-00-00|2017-02-22-00-00-00|February|February|2017-01|1769|2017-01|1785|90|88|2017-03-31-00-00-00|2017-03-29-00-00-00|1|1|1998|1802|1998|1806|365|361|2017-12-31-00-00-00|2017-12-27-00-00-00
2017-02-10-00-00-00|Tuesday|2|10|7|7|2017-02-15-00-00-00|1561|2|2|2017-02|1673|2017-02|1721|28|28|2017-02-28-00-00-00|2017-02-22-00-00-00|February|February|2017-01|1769|2017-01|1785|90|88|2017-03-31-00-00-00|2017-03-29-00-00-00|1|1|1998|1802|1998|1806|365|361|2017-12-31-00-00-00|2017-12-27-00-00-00
2017-02-11-00-00-00|Wednesday|3|11|7|7|2017-02-15-00-00-00|1561|2|2|2017-02|1673|2017-02|1721|28|28|2017-02-28-00-00-00|2017-02-22-00-00-00|February|February|2017-01|1769|2017-01|1785|90|88|2017-03-31-00-00-00|2017-03-29-00-00-00|1|1|1998|1802|1998|1806|365|361|2017-12-31-00-00-00|2017-12-27-00-00-00
2017-02-12-00-00-00|Thursday|4|12|7|7|2017-02-15-00-00-00|1561|2|2|2017-02|1673|2017-02|1721|28|28|2017-02-28-00-00-00|2017-02-22-00-00-00|February|February|2017-01|1769|2017-01|1785|90|88|2017-03-31-00-00-00|2017-03-29-00-00-00|1|1|1998|1802|1998|1806|365|361|2017-12-31-00-00-00|2017-12-27-00-00-00
2017-02-13-00-00-00|Friday|5|13|7|7|2017-02-15-00-00-00|1561|2|2|2017-02|1673|2017-02|1721|28|28|2017-02-28-00-00-00|2017-02-22-00-00-00|February|February|2017-01|1769|2017-01|1785|90|88|2017-03-31-00-00-00|2017-03-29-00-00-00|1|1|1998|1802|1998|1806|365|361|2017-12-31-00-00-00|2017-12-27-00-00-00
2017-02-14-00-00-00|Saturday|6|14|7|7|2017-02-15-00-00-00|1561|2|2|2017-02|1673|2017-02|1721|28|28|2017-02-28-00-00-00|2017-02-22-00-00-00|February|February|2017-01|1769|2017-01|1785|90|88|2017-03-31-00-00-00|2017-03-29-00-00-00|1|1|1998|1802|1998|1806|365|361|2017-12-31-00-00-00|2017-12-27-00-00-00
2017-02-15-00-00-00|Sunday|7|15|7|7|2017-02-15-00-00-00|1561|2|2|2017-02|1673|2017-02|1721|28|28|2017-02-28-00-00-00|2017-02-22-00-00-00|February|February|2017-01|1769|2017-01|1785|90|88|2017-03-31-00-00-00|2017-03-29-00-00-00|1|1|1998|1802|1998|1806|365|361|2017-12-31-00-00-00|2017-12-27-00-00-00
2017-02-16-00-00-00|Monday|1|16|8|8|2017-02-22-00-00-00|1609|2|2|2017-02|1673|2017-02|1721|28|28|2017-02-28-00-00-00|2017-02-22-00-00-00|February|February|2017-01|1769|2017-01|1785|90|88|2017-03-31-00-00-00|2017-03-29-00-00-00|1|1|1998|1802|1998|1806|365|361|2017-12-31-00-00-00|2017-12-27-00-00-00
2017-02-17-00-00-00|Tuesday|2|17|8|8|2017-02-22-00-00-00|1609|2|2|2017-02|1673|2017-02|1721|28|28|2017-02-28-00-00-00|2017-02-22-00-00-00|February|February|2017-01|1769|2017-01|1785|90|88|2017-03-31-00-00-00|2017-03-29-00-00-00|1|1|1998|1802|1998|1806|365|361|2017-12-31-00-00-00|2017-12-27-00-00-00
2017-02-18-00-00-00|Wednesday|3|18|8|8|2017-02-22-00-00-00|1609|2|2|2017-02|1673|2017-02|1721|28|28|2017-02-28-00-00-00|2017-02-22-00-00-00|February|February|2017-01|1769|2017-01|1785|90|88|2017-03-31-00-00-00|2017-03-29-00-00-00|1|1|1998|1802|1998|1806|365|361|2017-12-31-00-00-00|2017-12-27-00-00-00
2017-02-19-00-00-00|Thursday|4|19|8|8|2017-02-22-00-00-00|1609|2|2|2017-02|1673|2017-02|1721|28|28|2017-02-28-00-00-00|2017-02-22-00-00-00|February|February|2017-01|1769|2017-01|1785|90|88|2017-03-31-00-00-00|2017-03-29-00-00-00|1|1|1998|1802|1998|1806|365|361|2017-12-31-00-00-00|2017-12-27-00-00-00
2017-02-20-00-00-00|Friday|5|20|8|8|2017-02-22-00-00-00|1609|2|2|2017-02|1673|2017-02|1721|28|28|2017-02-28-00-00-00|2017-02-22-00-00-00|February|February|2017-01|1769|2017-01|1785|90|88|2017-03-31-00-00-00|2017-03-29-00-00-00|1|1|1998|1802|1998|1806|365|361|2017-12-31-00-00-00|2017-12-27-00-00-00
2017-02-21-00-00-00|Saturday|6|21|8|8|2017-02-22-00-00-00|1609|2|2|2017-02|1673|2017-02|1721|28|28|2017-02-28-00-00-00|2017-02-22-00-00-00|February|February|2017-01|1769|2017-01|1785|90|88|2017-03-31-00-00-00|2017-03-29-00-00-00|1|1|1998|1802|1998|1806|365|361|2017-12-31-00-00-00|2017-12-27-00-00-00
2017-02-22-00-00-00|Sunday|7|22|8|8|2017-02-22-00-00-00|1609|2|2|2017-02|1673|2017-02|1721|28|28|2017-02-28-00-00-00|2017-02-22-00-00-00|February|February|2017-01|1769|2017-01|1785|90|88|2017-03-31-00-00-00|2017-03-29-00-00-00|1|1|1998|1802|1998|1806|365|361|2017-12-31-00-00-00|2017-12-27-00-00-00
2017-02-23-00-00-00|Monday|1|23|9|9|2017-03-01-00-00-00|1466|2|3|2017-02|1673|2017-03|1722|28|35|2017-02-28-00-00-00|2017-03-29-00-00-00|February|March|2017-01|1769|2017-01|1785|90|88|2017-03-31-00-00-00|2017-03-29-00-00-00|1|1|1998|1802|1998|1806|365|361|2017-12-31-00-00-00|2017-12-27-00-00-00
2017-02-24-00-00-00|Tuesday|2|24|9|9|2017-03-01-00-00-00|1466|2|3|2017-02|1673|2017-03|1722|28|35|2017-02-28-00-00-00|2017-03-29-00-00-00|February|March|2017-01|1769|2017-01|1785|90|88|2017-03-31-00-00-00|2017-03-29-00-00-00|1|1|1998|1802|1998|1806|365|361|2017-12-31-00-00-00|2017-12-27-00-00-00
2017-02-25-00-00-00|Wednesday|3|25|9|9|2017-03-01-00-00-00|1466|2|3|2017-02|1673|2017-03|1722|28|35|2017-02-28-00-00-00|2017-03-29-00-00-00|February|March|2017-01|1769|2017-01|1785|90|88|2017-03-31-00-00-00|2017-03-29-00-00-00|1|1|1998|1802|1998|1806|365|361|2017-12-31-00-00-00|2017-12-27-00-00-00
2017-02-26-00-00-00|Thursday|4|26|9|9|2017-03-01-00-00-00|1466|2|3|2017-02|1673|2017-03|1722|28|35|2017-02-28-00-00-00|2017-03-29-00-00-00|February|March|2017-01|1769|2017-01|1785|90|88|2017-03-31-00-00-00|2017-03-29-00-00-00|1|1|1998|1802|1998|1806|365|361|2017-12-31-00-00-00|2017-12-27-00-00-00
2017-02-27-00-00-00|Friday|5|27|9|9|2017-03-01-00-00-00|1466|2|3|2017-02|1673|2017-03|1722|28|35|2017-02-28-00-00-00|2017-03-29-00-00-00|February|March|2017-01|1769|2017-01|1785|90|88|2017-03-31-00-00-00|2017-03-29-00-00-00|1|1|1998|1802|1998|1806|365|361|2017-12-31-00-00-00|2017-12-27-00-00-00
2017-02-28-00-00-00|Saturday|6|28|9|9|2017-03-01-00-00-00|1466|2|3|2017-02|1673|2017-03|1722|28|35|2017-02-28-00-00-00|2017-03-29-00-00-00|February|March|2017-01|1769|2017-01|1785|90|88|2017-03-31-00-00-00|2017-03-29-00-00-00|1|1|1998|1802|1998|1806|365|361|2017-12-31-00-00-00|2017-12-27-00-00-00
2017-03-01-00-00-00|Sunday|7|1|9|9|2017-03-01-00-00-00|1466|3|3|2017-03|1674|2017-03|1722|31|35|2017-03-31-00-00-00|2017-03-29-00-00-00|March|March|2017-01|1769|2017-01|1785|90|88|2017-03-31-00-00-00|2017-03-29-00-00-00|1|1|1998|1802|1998|1806|365|361|2017-12-31-00-00-00|2017-12-27-00-00-00
2017-03-02-00-00-00|Monday|1|2|10|10|2017-03-08-00-00-00|1515|3|3|2017-03|1674|2017-03|1722|31|35|2017-03-31-00-00-00|2017-03-29-00-00-00|March|March|2017-01|1769|2017-01|1785|90|88|2017-03-31-00-00-00|2017-03-29-00-00-00|1|1|1998|1802|1998|1806|365|361|2017-12-31-00-00-00|2017-12-27-00-00-00
2017-03-03-00-00-00|Tuesday|2|3|10|10|2017-03-08-00-00-00|1515|3|3|2017-03|1674|2017-03|1722|31|35|2017-03-31-00-00-00|2017-03-29-00-00-00|March|March|2017-01|1769|2017-01|1785|90|88|2017-03-31-00-00-00|2017-03-29-00-00-00|1|1|1998|1802|1998|1806|365|361|2017-12-31-00-00-00|2017-12-27-00-00-00
2017-03-04-00-00-00|Wednesday|3|4|10|10|2017-03-08-00-00-00|1515|3|3|2017-03|1674|2017-03|1722|31|35|2017-03-31-00-00-00|2017-03-29-00-00-00|March|March|2017-01|1769|2017-01|1785|90|88|2017-03-31-00-00-00|2017-03-29-00-00-00|1|1|1998|1802|1998|1806|365|361|2017-12-31-00-00-00|2017-12-27-00-00-00
2017-03-05-00-00-00|Thursday|4|5|10|10|2017-03-08-00-00-00|1515|3|3|2017-03|1674|2017-03|1722|31|35|2017-03-31-00-00-00|2017-03-29-00-00-00|March|March|2017-01|1769|2017-01|1785|90|88|2017-03-31-00-00-00|2017-03-29-00-00-00|1|1|1998|1802|1998|1806|365|361|2017-12-31-00-00-00|2017-12-27-00-00-00
2017-03-06-00-00-00|Friday|5|6|10|10|2017-03-08-00-00-00|1515|3|3|2017-03|1674|2017-03|1722|31|35|2017-03-31-00-00-00|2017-03-29-00-00-00|March|March|2017-01|1769|2017-01|1785|90|88|2017-03-31-00-00-00|2017-03-29-00-00-00|1|1|1998|1802|1998|1806|365|361|2017-12-31-00-00-00|2017-12-27-00-00-00
2017-03-07-00-00-00|Saturday|6|7|10|10|2017-03-08-00-00-00|1515|3|3|2017-03|1674|2017-03|1722|31|35|2017-03-31-00-00-00|2017-03-29-00-00-00|March|March|2017-01|1769|2017-01|1785|90|88|2017-03-31-00-00-00|2017-03-29-00-00-00|1|1|1998|1802|1998|1806|365|361|2017-12-31-00-00-00|2017-12-27-00-00-00
2017-03-08-00-00-00|Sunday|7|8|10|10|2017-03-08-00-00-00|1515|3|3|2017-03|1674|2017-03|1722|31|35|2017-03-31-00-00-00|2017-03-29-00-00-00|March|March|2017-01|1769|2017-01|1785|90|88|2017-03-31-00-00-00|2017-03-29-00-00-00|1|1|1998|1802|1998|1806|365|361|2017-12-31-00-00-00|2017-12-27-00-00-00
2017-03-09-00-00-00|Monday|1|9|11|11|2017-03-15-00-00-00|1563|3|3|2017-03|1674|2017-03|1722|31|35|2017-03-31-00-00-00|2017-03-29-00-00-00|March|March|2017-01|1769|2017-01|1785|90|88|2017-03-31-00-00-00|2017-03-29-00-00-00|1|1|1998|1802|1998|1806|365|361|2017-12-31-00-00-00|2017-12-27-00-00-00
2017-03-10-00-00-00|Tuesday|2|10|11|11|2017-03-15-00-00-00|1563|3|3|2017-03|1674|2017-03|1722|31|35|2017-03-31-00-00-00|2017-03-29-00-00-00|March|March|2017-01|1769|2017-01|1785|90|88|2017-03-31-00-00-00|2017-03-29-00-00-00|1|1|1998|1802|1998|1806|365|361|2017-12-31-00-00-00|2017-12-27-00-00-00
2017-03-11-00-00-00|Wednesday|3|11|11|11|2017-03-15-00-00-00|1563|3|3|2017-03|1674|2017-03|1722|31|35|2017-03-31-00-00-00|2017-03-29-00-00-00|March|March|2017-01|1769|2017-01|1785|90|88|2017-03-31-00-00-00|2017-03-29-00-00-00|1|1|1998|1802|1998|1806|365|361|2017-12-31-00-00-00|2017-12-27-00-00-00
2017-03-12-00-00-00|Thursday|4|12|11|11|2017-03-15-00-00-00|1563|3|3|2017-03|1674|2017-03|1722|31|35|2017-03-31-00-00-00|2017-03-29-00-00-00|March|March|2017-01|1769|2017-01|1785|90|88|2017-03-31-00-00-00|2017-03-29-00-00-00|1|1|1998|1802|1998|1806|365|361|2017-12-31-00-00-00|2017-12-27-00-00-00
2017-03-13-00-00-00|Friday|5|13|11|11|2017-03-15-00-00-00|1563|3|3|2017-03|1674|2017-03|1722|31|35|2017-03-31-00-00-00|2017-03-29-00-00-00|March|March|2017-01|1769|2017-01|1785|90|88|2017-03-31-00-00-00|2017-03-29-00-00-00|1|1|1998|1802|1998|1806|365|361|2017-12-31-00-00-00|2017-12-27-00-00-00
2017-03-14-00-00-00|Saturday|6|14|11|11|2017-03-15-00-00-00|1563|3|3|2017-03|1674|2017-03|1722|31|35|2017-03-31-00-00-00|2017-03-29-00-00-00|March|March|2017-01|1769|2017-01|1785|90|88|2017-03-31-00-00-00|2017-03-29-00-00-00|1|1|1998|1802|1998|1806|365|361|2017-12-31-00-00-00|2017-12-27-00-00-00
2017-03-15-00-00-00|Sunday|7|15|11|11|2017-03-15-00-00-00|1563|3|3|2017-03|1674|2017-03|1722|31|35|2017-03-31-00-00-00|2017-03-29-00-00-00|March|March|2017-01|1769|2017-01|1785|90|88|2017-03-31-00-00-00|2017-03-29-00-00-00|1|1|1998|1802|1998|1806|365|361|2017-12-31-00-00-00|2017-12-27-00-00-00
